0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2075,WTTR,Select Water Solutions| Inc.,3.06,4,4.4,989843390,0.98984339,0.0242,2,3.67,1.33,2,2.33,A-,D+,C,C+,C
2076,CMG,Chipotle Mexican Grill| Inc.,3.06,3.28,4.31,52761309000,52.761309, N/A ,0,3.67,4,3,1.67,A-,A,B,C-,F
2077,FOXA,Fox Corporation,3.06,3,3.29,15079849000,15.079849,0.016,2,1,3.67,2.67,2.33,D,A-,B-,C+,C
2078,PNFP,Pinnacle Financial Partners| Inc.,3.06,4,4.1,5152879600,5.1528796,0.0132,0.67,1,2.67,3.33,3,D,B-,B+,B,D-
2079,LTHM,Livent Corporation,3.06,4,4.31,3626656510,3.62665651, N/A ,3,4.33,3,1,3.67,A+,B,D,A-,B
2080,PRA,ProAssurance Corporation,3.06,N/A,3.4,961636990,0.96163699, N/A ,0.67,2,2.67,3.33,3,C,B-,B+,B,D-
2081,MMLP,Martin Midstream Partners L.P.,3.06,4,3,117911864,0.117911864,0.0068,1,0.67,1.33,2,-1,D-,D+,C,N/A,D
2082,CRRFY,Carrefour SA,3.06,3.5,5,13018044400,13.0180444,0.0336,4,3.33,3.67,3,0,B+,A-,B,F,A
2083,BLND,Blend Labs| Inc.,3.06,3,3.12,285227392,0.285227392, N/A ,3,3.67,0.67,1.67,3.67,A-,D-,C-,A-,B
2084,SONM,Sonim Technologies| Inc.,3.06,N/A,5,25553890,0.02555389, N/A ,4,4,1.33,2.33,-1,A,D+,C+,N/A,A
2085,HOLX,Hologic| Inc.,3.06,3,3.63,17721559000,17.721559, N/A ,0.67,0,4,2.67,2.67,F,A,B-,B-,D-
2086,OWL,Blue Owl Capital Inc.,3.06,4.25,4.3,17310130200,17.3101302,0.0411,1.33,4.33,4,3.33,2,A+,A,B+,C,D+
2087,KOS,Kosmos Energy Ltd.,3.06,3.5,4.54,3303585540,3.30358554, N/A ,2,2.67,1,2.67,2.67,B-,D,B-,B-,C
2088,BDRBF,Bombardier Inc.,3.06,4,3.6,3581192700,3.5811927, N/A ,3,3.67,2.33,1.33,3,A-,C+,D+,B,B
2089,KTOS,Kratos Defense & Security Solutions| Inc.,3.06,3.75,4.2,1885031170,1.88503117, N/A ,0.67,2.33,1.33,3.33,2.33,C+,D+,B+,C+,D-
2090,MYSZ,My Size| Inc.,3.06,N/A,4,5860331.5,0.005860332, N/A ,4.33,3,0,1.33,4,B,F,D+,A,A+
2091,ATUS,Altice USA| Inc.,3.06,3.5,3.58,1491512190,1.49151219, N/A ,3.67,0,3.67,1.67,3,F,A-,C-,B,A-
2092,TFII,TFI International Inc.,3.06,4,4.09,11190421500,11.1904215,0.0101,1.33,3.67,3.67,3.33,0,A-,A-,B+,F,D+
2093,IIIN,Insteel Industries| Inc.,3.06,3,5,642441730,0.64244173,0.0036,2,0.67,3,3.33,2.33,D-,B,B+,C+,C
2094,MDGL,Madrigal Pharmaceuticals| Inc.,3.05,3.33,4.5,3238746110,3.23874611, N/A ,1.67,3.33,0.67,4,1.67,B+,D-,A,C-,C-
2095,AZ,A2Z Smart Technologies Corp.,3.05,N/A,5,71713216,0.071713216, N/A ,2.67,3.33,0,1.33,3.67,B+,F,D+,A-,B-
2096,DVN,Devon Energy Corporation,3.05,4.18,3.9,31829975000,31.829975,0.0157,1.67,1,4,1,1.67,D,A,D,C-,C-
2097,RBGLY,Reckitt Benckiser Group plc,3.05,3.33,3,51205939000,51.205939,0.0331,2,2.33,4,2,-1,C+,A,C,N/A,C
2098,SNDL,SNDL Inc.,3.05,4,5,565198590,0.56519859, N/A ,3.67,1.67,3.33,4,0.67,C-,B+,A,D-,A-
2099,AMNB,American National Bankshares Inc.,3.05,N/A,3,422082688,0.422082688,0.0305,1.33,1,1.33,4,2,D,D+,A,C,D+
2100,ASTE,Astec Industries| Inc.,3.05,4,4,1109772030,1.10977203,0.0108,0.67,3.67,1.67,3.33,2.67,A-,C-,B+,B-,D-
2101,MS,Morgan Stanley,3.05,3.16,3.92,1.54E+11,154.404,0.0359,1.33,1,0,2.33,1.67,D,F,C+,C-,D+
2102,SMFG,Sumitomo Mitsui Financial Group| Inc.,3.05,3.33,5,66715677000,66.715677,0.0344,1.67,1,0,4.33,1.33,D,F,A+,D+,C-
2103,VTSI,VirTra| Inc.,3.05,4,4.5,65451376,0.065451376, N/A ,3.33,4,2.67,3,2,A,B-,B,C,B+
2104,PSFE,Paysafe Limited,3.05,3,2.87,805129540,0.80512954, N/A ,1.67,3.33,2.33,2,3.33,B+,C+,C,B+,C-
2105,WRB,W. R. Berkley Corporation,3.05,3,4.3,16512393200,16.5123932,0.0064,0.67,4,3.67,2.67,2.67,A,A-,B-,B-,D-
2106,TRVG,trivago N.V.,3.05,3,3.11,376438432,0.376438432, N/A ,4.33,2.33,2,1.33,1,C+,C,D+,D,A+
2107,KTB,Kontoor Brands| Inc.,3.05,3,4,2509318660,2.50931866,0.0429,2.67,1.33,3,2.67,2.67,D+,B,B-,B-,B-
2108,WTFC,Wintrust Financial Corporation,3.05,4,4.58,4783107100,4.7831071,0.0199,1.33,3,2.67,2.67,3,B,B-,B-,B,D+
2109,SHC,Sotera Health Company,3.05,3,3.66,4315542000,4.315542, N/A ,0.67,2.67,3.67,3.67,2.67,B-,A-,A-,B-,D-
2110,STBA,S&T Bancorp| Inc.,3.05,3,3,1078422140,1.07842214,0.0459,3,2,2,1.33,3.33,C,C,D+,B+,B
2111,DLNG,Dynagas LNG Partners LP,3.05,2,5,99461984,0.099461984, N/A ,3.67,3.67,3.67,1,0.67,A-,A-,D,D-,A-
2112,MRCC,Monroe Capital,3.05,3,3.4,163364208,0.163364208,0.1332,4.33,2.67,3.67,1.33,2,B-,A-,D+,C,A+
2113,DEN,Denbury Inc.,3.05,3.5,3.7,4951239700,4.9512397, N/A ,1.67,1,2.33,2.33,1.67,D,C+,C+,C-,C-
2114,ASGN,ASGN Incorporated,3.05,3,3.5,3760679940,3.76067994, N/A ,2.67,0.67,2.67,2,2.67,D-,B-,C,B-,B-
2115,NTB,The Bank of N.T. Butterfield & Son Limited,3.05,4.5,4.2,1396990980,1.39699098,0.0619,3.33,1,2.67,1.67,3,D,B-,C-,B,B+
2116,EGY,VAALCO Energy| Inc.,3.05,4,4.66,461759392,0.461759392,0.0509,3.67,3.33,0.67,1.33,0,B+,D-,D+,F,A-
2117,TXN,Texas Instruments Incorporated,3.05,3.5,3.39,1.51E+11,150.768,0.0305,1.67,0.67,4.33,2,1.33,D-,A+,C,D+,C-
2118,VNT,Vontier Corporation,3.05,3,3.54,4673098200,4.6730982,0.0033,0.67,0,3.67,3.67,1.67,F,A-,A-,C-,D-
2119,AEIS,Advanced Energy Industries| Inc.,3.05,3,4,4016236800,4.0162368,0.0038,1,1.67,3,3,2.67,C-,B,B,B-,D
2120,HPQ,HP Inc.,3.05,3.42,3.05,27019268100,27.0192681,0.0384,3.67,0,4,2.33,1.33,F,A,C+,D+,A-
2121,FWONA,Formula One Group,3.05,3,3.87,15696651300,15.6966513, N/A ,0.67,3.67,3,2.33,3.33,A-,B,C+,B+,D-
2122,HBAN,Huntington Bancshares Incorporated,3.05,4.2,3.35,15724003300,15.7240033,0.0579,3.33,0,3.33,1.33,1.67,F,B+,D+,C-,B+
2123,DNOW,NOW Inc.,3.04,3,4.33,1230470140,1.23047014, N/A ,4,4.33,2.67,2.67,0,A+,B-,B-,F,A
2124,MKC,McCormick & Company| Incorporated,3.04,3,3.26,21396164600,21.3961646,0.0193,0,1.33,3,2.33,2.67,D+,B,C+,B-,F
2125,POAHY,Porsche Automobil Holding SE,3.04,4,3,16001398800,16.0013988,0.0538,3.67,0,4.33,1.33,2.33,F,A+,D+,C+,A-
2126,DY,Dycom Industries| Inc.,3.04,3.8,4.57,2843287550,2.84328755, N/A ,3,4,2,2,2.67,A,C,C,B-,B
2127,GD,General Dynamics Corporation,3.04,4,4.31,61065654000,61.065654,0.023,1.67,1.33,4,2,2,D+,A,C,C,C-
2128,PBA,Pembina Pipeline Corporation,3.04,3.5,4,17033025500,17.0330255,0.0631,2,1,3.33,1,3,D,B+,D,B,C
2129,SOLO,Electrameccanica Vehicles Corp.,3.04,N/A,4,85546216,0.085546216, N/A ,2.67,1.33,0,1.33,3.67,D+,F,D+,A-,B-
2130,AMRK,A-Mark Precious Metals| Inc.,3.04,5,4.75,789501570,0.78950157,0.0253,3.67,2,3,3,2.33,C,B,B,C+,A-
2131,CEPU,Central Puerto S.A.,3.04,N/A,3,2056254080,2.05625408,0.0258,2.33,3.67,2,4,2.67,A-,C,A,B-,C+
2132,FCUUF,Fission Uranium Corp.,3.04,3,4.5,481220576,0.481220576, N/A ,1.33,2.33,0.67,3,3,C+,D-,B,B,D+
2133,THRM,Gentherm Incorporated,3.04,4,4,1892997500,1.8929975, N/A ,1,3.33,2,2,3,B+,C,C,B,D
2134,NICE,NICE Ltd.,3.04,4,4.46,10931670000,10.93167, N/A ,1.67,2,3.67,1.67,3,C,A-,C-,B,C-
2135,GPRK,GeoPark Limited,3.04,4,3.57,567393600,0.5673936,0.0517,4,2.67,3,0.67,2.33,B-,B,D-,C+,A
2136,SOBR,SOBR Safe| Inc.,3.04,N/A,N/A,24277236,0.024277236, N/A ,2.67,3.67,0,2,3.67,A-,F,C,A-,B-
2137,KKPNY,Koninklijke KPN N.V.,3.04,3.5,3,13460191200,13.4601912,0.0465,2.33,1.33,3.67,3.33,2.67,D+,A-,B+,B-,C+
2138,XBIO,Xenetic Biosciences| Inc.,3.04,N/A,3,7666065,0.007666065, N/A ,3.33,2.67,0.67,4,2,B-,D-,A,C,B+
2139,NDAQ,Nasdaq| Inc.,3.04,3.5,3.66,25288042500,25.2880425,0.0165,0,1.67,3.67,1.67,3.33,C-,A-,C-,B+,F
2140,AE,Adams Resources & Energy| Inc.,3.04,N/A,5,90893808,0.090893808,0.0268,4.33,0,1,1,0,F,D,D,F,A+
2141,QRHC,Quest Resource Holding Corporation,3.04,3,4.33,155882624,0.155882624, N/A ,1.67,2.33,1.33,3.67,1.67,C+,D+,A-,C-,C-
2142,KLBAY,Klabin S.A.,3.04,4,2,5189975600,5.1899756,0.0456,3.67,0,3.33,3.67,0.67,F,B+,A-,D-,A-
2143,DOX,Amdocs Limited,3.04,3,4.57,10448102400,10.4481024,0.0191,1.67,1.33,3.67,2.33,2.67,D+,A-,C+,B-,C-
2144,SYRS,Syros Pharmaceuticals| Inc.,3.04,N/A,4.4,81183376,0.081183376, N/A ,4.33,4,2,3.33,1.33,A,C,B+,D+,A+
2145,HSY,The Hershey Company,3.04,3.14,3.45,43420803000,43.420803,0.0202,0.67,2.33,4,1.67,3,C+,A,C-,B,D-
2146,JWN,Nordstrom| Inc.,3.04,3.5,3.05,2381522940,2.38152294,0.0516,3.67,1.33,2.67,1.33,2.67,D+,B-,D+,B-,A-
2147,MIND,MIND Technology| Inc.,3.04,N/A,3,8659327,0.008659327, N/A ,3.33,2,0.67,2.33,0,C,D-,C+,F,B+
2148,PLAB,Photronics| Inc.,3.04,4,5,1279116670,1.27911667, N/A ,4.33,3.67,3.33,3,0.67,A-,B+,B,D-,A+
2149,EQH,Equitable Holdings| Inc.,3.04,4,4.36,10128762900,10.1287629,0.0288,2.33,2.67,3.67,3,0.67,B-,A-,B,D-,C+
2150,FE,FirstEnergy Corp.,3.04,3,3.75,21162805200,21.1628052,0.0423,1.67,0.67,2,2.33,3.33,D-,C,C+,B+,C-
2151,TXRH,Texas Roadhouse| Inc.,3.04,3,3.8,6806337000,6.806337,0.0208,0.67,3,3,2.33,2.67,B,B,C+,B-,D-
2152,CSTM,Constellium SE,3.03,4,4.5,2573752580,2.57375258, N/A ,2.67,1,2.33,4,1.33,D,C+,A,D+,B-
2153,FCX,Freeport-McMoRan Inc.,3.03,3.42,3.66,57875870000,57.87587,0.0074,0.67,0.67,4,3.33,2,D-,A,B+,C,D-
2154,NTRA,Natera| Inc.,3.03,3,4.4,6239585300,6.2395853, N/A ,1,3,2.33,3.33,2.33,B,C+,B+,C+,D
2155,NMM,Navios Maritime Partners L.P.,3.03,3.33,4.33,692226180,0.69222618,0.0089,4.33,1.67,1.67,2,1.33,C-,C-,C,D+,A+
2156,GIB,CGI Inc.,3.03,3.5,3.86,24284495900,24.2844959, N/A ,2,1.67,3.67,3.33,1.67,C-,A-,B+,C-,C
2157,HEAR,Turtle Beach Corporation,3.03,3,4.33,177766208,0.177766208, N/A ,3.67,0,1.33,3.33,1.67,F,D+,B+,C-,A-
2158,SYNH,Syneos Health| Inc.,3.03,3,3,4436069400,4.4360694, N/A ,1.33,0,3.67,3.33,2.33,F,A-,B+,C+,D+
2159,ERJ,Embraer S.A.,3.03,3.5,4.35,2682825730,2.68282573, N/A ,2.33,3.67,1.67,3,2,A-,C-,B,C,C+
2160,HMY,Harmony Gold Mining Company Limited,3.03,3,2.5,2739631870,2.73963187,0.0028,3,3.67,3,4,0.67,A-,B,A,D-,B
2161,LASR,nLIGHT| Inc.,3.03,N/A,3.83,489290112,0.489290112, N/A ,2,3.67,1.67,1.67,3.33,A-,C-,C-,B+,C
2162,INSM,Insmed Incorporated,3.03,N/A,4.61,3835145980,3.83514598, N/A ,1.33,3.67,0.67,4,1,A-,D-,A,D,D+
2163,NVGS,Navigator Holdings Ltd.,3.03,4,5,1029028290,1.02902829,0.0036,0,4,0.67,2,3.33,A,D-,C,B+,F
2164,INVE,Identiv| Inc.,3.03,N/A,5,197759920,0.19775992, N/A ,1.67,4.33,2,3,2.67,A+,C,B,B-,C-
2165,LEGH,Legacy Housing Corporation,3.03,3,4.5,528078048,0.528078048, N/A ,3.33,1.33,3.67,3,1.67,D+,A-,B,C-,B+
2166,TNP,Tsakos Energy Navigation Limited,3.03,4,5,563556990,0.56355699,0.0288,4,3.33,1,1,0,B+,D,D,F,A
2167,CVCO,Cavco Industries| Inc.,3.03,4,4.66,2446790660,2.44679066, N/A ,3,3.33,3.33,3,2,B+,B+,B,C,B
2168,IFNNY,Infineon Technologies AG,3.03,4.66,4.5,44921688000,44.921688,0.0099,2.33,3,4,2.33,-1,B,A,C+,N/A,C+
2169,DD,DuPont de Nemours| Inc.,3.03,3.5,4,34227589100,34.2275891,0.0189,1,3,4.33,3.33,0,B,A+,B+,F,D
2170,BVS,Bioventus Inc.,3.03,3,3.33,240453536,0.240453536, N/A ,3,1,3,3.67,2.67,D,B,A-,B-,B
2171,SIEGY,Siemens Aktiengesellschaft,3.03,4,4.5,1.17E+11,116.59,0.0311,2.67,3.33,4.33,2,1,B+,A+,C,D,B-
2172,PHX,PHX Minerals Inc.,3.03,3,5,134681232,0.134681232,0.024,2,3.33,1,2.67,0.67,B+,D,B-,D-,C
2173,PEYUF,Peyto Exploration & Development Corp.,3.03,5,3.5,1699861500,1.6998615,0.0825,3.67,3.67,1,2,1,A-,D,C,D,A-
2174,HNVR,Hanover Bancorp| Inc.,3.03,N/A,4.5,130391776,0.130391776,0.0217,2,-1,1.33,2,-1,N/A,D+,C,N/A,C
2175,LPLA,LPL Financial Holdings Inc.,3.03,3,4,18729861100,18.7298611,0.0047,0,4,3.33,3.67,2,A,B+,A-,C,F
2176,LBTYA,Liberty Global plc,3.03,N/A,4.27,8093360600,8.0933606, N/A ,2.67,1.33,2.67,3,1.67,D+,B-,B,C-,B-
2177,WLKP,Westlake Chemical Partners LP,3.03,4,3.5,760792320,0.76079232,0.0873,4.33,0.67,4,2.33,0.67,D-,A,C+,D-,A+
2178,SQSP,Squarespace| Inc.,3.03,3.5,3.56,4039538180,4.03953818, N/A ,0,3,2.33,3.33,2.33,B,C+,B+,C+,F
2179,PMMAF,PUMA SE,3.03,3.5,3,9762004000,9.762004,0.0133,1,2.33,2,3,-1,C+,C,B,N/A,D
2180,EVRI,Everi Holdings Inc.,3.03,N/A,5,1313735170,1.31373517, N/A ,3,1.33,3.33,2,3,D+,B+,C,B,B
2181,FIGS,FIGS| Inc.,3.02,2.5,3.5,955204990,0.95520499, N/A ,0.67,3,2,1,4,B,C,D,A,D-
2182,TPX,Tempur Sealy International| Inc.,3.02,4,4.33,7702299600,7.7022996,0.0096,0,2.33,3,4,1.33,C+,B,A,D+,F
2183,FBK,FB Financial Corporation,3.02,3,3.12,1371200130,1.37120013,0.0198,1.33,2.33,2.33,1.33,3.33,C+,C+,D+,B+,D+
2184,RPAY,Repay Holdings Corporation,3.02,4,4.08,762670400,0.7626704, N/A ,1.33,3.67,2.67,2.67,3,A-,B-,B-,B,D+
2185,TECK,Teck Resources Limited,3.02,3.8,4.22,22738583600,22.7385836,0.0084,1.67,0,3.67,3.67,2,F,A-,A-,C,C-
2186,BIIB,Biogen Inc.,3.02,3.4,4.22,37121118000,37.121118, N/A ,1,0,4.33,3,1.67,F,A+,B,C-,D
2187,POET,POET Technologies Inc.,3.02,N/A,5,141580144,0.141580144, N/A ,2.33,3.33,0,1.67,4.33,B+,F,C-,A+,C+
2188,WKC,World Kinect Corporation,3.02,3,3.66,1373100670,1.37310067,0.0246,4,1.67,1.33,0.67,0,C-,D+,D-,F,A
2189,BGS,B&G Foods| Inc.,3.02,2,2.42,763399040,0.76339904,0.099,4.33,0,1.67,1,3,F,C-,D,B,A+
2190,OMEX,Odyssey Marine Exploration| Inc.,3.02,N/A,5,78528872,0.078528872, N/A ,1.33,4,1.67,3.67,2,A,C-,A-,C,D+
2191,CLMEF,Calima Energy Limited,3.02,N/A,N/A,36215348,0.036215348,0.0429,4.33,3,0.67,0.67,2.67,B,D-,D-,B-,A+
2192,WSO,Watsco| Inc.,3.02,3,3.05,12951622700,12.9516227,0.0271,1.33,1,3,3.33,2,D,B,B+,C,D+
2193,MLKN,MillerKnoll| Inc.,3.02,3.33,3,1388355460,1.38835546,0.0413,3.67,2.67,2,2.33,2.67,B-,C,C+,B-,A-
2194,HY,Hyster-Yale Materials Handling| Inc.,3.02,N/A,5,760266430,0.76026643,0.0293,3.33,1.67,1.67,3.33,2,C-,C-,B+,C,B+
2195,UHS,Universal Health Services| Inc.,3.02,3,3.47,8753251300,8.7532513,0.0063,1,1,4,3.33,2.33,D,A,B+,C+,D
2196,AXNX,Axonics| Inc.,3.02,4,4.41,2975673340,2.97567334, N/A ,0.67,4.33,3.33,3.33,2.33,A+,B+,B+,C+,D-
2197,NMR,Nomura Holdings| Inc.,3.02,3,3,13261604900,13.2616049,0.028,1.33,1.33,0.67,4,0.67,D+,D-,A,D-,D+
2198,YTRA,Yatra Online| Inc.,3.02,N/A,4,159391904,0.159391904, N/A ,1.33,4.33,0.67,3.33,2.33,A+,D-,B+,C+,D+
2199,AKO.B,Embotelladora Andina S.A.,3.02,3,4,2065227780,2.06522778,0.0783,4,3,2,2.67,1.67,B,C,B-,C-,A
2200,CCU,Compa¤¡a Cervecer¡as Unidas S.A.,3.02,4,3.71,2527150850,2.52715085,0.0674,3.67,4,1.67,2.67,2,A,C-,B-,C,A-
2201,BTG,B2Gold Corp.,3.02,4,4.43,4173203710,4.17320371,0.0492,4,0,4,1.67,3,F,A,C-,B,A
2202,SUN,Sunoco LP,3.02,3,3.87,3874560510,3.87456051,0.0724,2.67,1,1.67,1.67,1.33,D,C-,C-,D+,B-
2203,ASND,Ascendis Pharma A/S,3.02,3,4.3,5812828200,5.8128282, N/A ,1.33,3.33,0.67,3,3.33,B+,D-,B,B+,D+
2204,VSTA,Vasta Platform Limited,3.02,N/A,3,335494592,0.335494592, N/A ,4,4.33,1,3,0.67,A+,D,B,D-,A
2205,FLO,Flowers Foods| Inc.,3.02,3.33,3.33,4839223800,4.8392238,0.0393,2.33,0.67,2.33,1.67,3,D-,C+,C-,B,C+
2206,LILA,Liberty Latin America Ltd.,3.02,N/A,4,1862489470,1.86248947, N/A ,3,1.33,2.67,3.67,0,D+,B-,A-,F,B
2207,WEN,The Wendy's Company,3.02,3,3.71,4231806210,4.23180621,0.0435,1.67,3.33,3,2,2.33,B+,B,C,C+,C-
2208,CVBF,CVB Financial Corp.,3.02,N/A,3.71,2435735550,2.43573555,0.0462,2.67,2,2.33,1.67,3.33,C,C+,C-,B+,B-
2209,HLI,Houlihan Lokey| Inc.,3.02,3.5,3.14,7584984600,7.5849846,0.0197,0.67,2.33,2.67,4,1.67,C+,B-,A,C-,D-
2210,GNS,Genius Group Limited,3.01,N/A,N/A,27705228,0.027705228, N/A ,2,3.67,0,3.33,3,A-,F,B+,B,C
2211,QIPT,Quipt Home Medical Corp.,3.01,4,4.77,241713680,0.24171368, N/A ,2.67,4.33,4,3.33,1.33,A+,A,B+,D+,B-
2212,PSMT,PriceSmart| Inc.,3.01,3.33,4,2383323390,2.38332339,0.0119,2,1.33,2.33,3.67,2,D+,C+,A-,C,C
2213,KC,Kingsoft Cloud Holdings Limited,3.01,3,3.16,1165828860,1.16582886, N/A ,2.33,2.67,1,3.67,2,B-,D,A-,C,C+
2214,VSH,Vishay Intertechnology| Inc.,3.01,3,3.33,3476092420,3.47609242,0.016,3.67,0,3.33,3,1.67,F,B+,B,C-,A-
2215,SKY,Skyline Champion Corporation,3.01,2,3.83,3978198020,3.97819802, N/A ,2.33,1.67,3.67,3.67,1,C-,A-,A-,D,C+
2216,CE,Celanese Corporation,3.01,3,3.56,13959209000,13.959209,0.0218,1,1,3,3.67,1.33,D,B,A-,D+,D
2217,HSII,Heidrick & Struggles International| Inc.,3.01,4,4,491390848,0.491390848,0.0241,4.33,1.33,1.67,1.33,2.67,D+,C-,D+,B-,A+
2218,BATL,Battalion Oil Corporation,3.01,3,3,99233072,0.099233072, N/A ,4.33,2,2.67,0,1,C,B-,F,D,A+
2219,HSIC,Henry Schein| Inc.,3.01,3,3,9722022900,9.7220229, N/A ,1.33,0.67,4,3,2.33,D-,A,B,C+,D+
2220,HIG,The Hartford Financial Services Group| Inc.,3.01,4.5,4,22321551400,22.3215514,0.0233,1.33,2.67,3.67,3,1.67,B-,A-,B,C-,D+
2221,IPOOF,InPlay Oil Corp.,3.01,5,5,180689968,0.180689968,0.0621,4,2.33,2,1.33,1,C+,C,D+,D,A
2222,DCI,Donaldson Company| Inc.,3.01,3.25,3.28,7475793400,7.4757934,0.0156,1,1.33,3.67,2.33,2.67,D+,A-,C+,B-,D
2223,RLGT,Radiant Logistics| Inc.,3.01,4,5,275178816,0.275178816, N/A ,3.67,1.33,2.67,2.33,2.33,D+,B-,C+,C+,A-
2224,IDCC,InterDigital| Inc.,3.01,4,4.75,2190468610,2.19046861,0.017,2.33,3,3.67,4,1,B,A-,A,D,C+
2225,DHR,Danaher Corporation,3.01,4.16,4.3,1.88E+11,188.464,0.0041,0,0,4.33,3,0,F,A+,B,F,F
2226,CTLP,Cantaloupe| Inc.,3.01,3,4.8,475952224,0.475952224, N/A ,0,4,2,4,2.33,A,C,A,C+,F
2227,EXROF,Exro Technologies Inc.,3.01,N/A,4,284540960,0.28454096, N/A ,2.33,4,0.67,4.33,0.67,A,D-,A+,D-,C+
2228,AMBC,Ambac Financial Group| Inc.,3.01,N/A,4,579891200,0.5798912, N/A ,4.33,3.67,4,1,0,A-,A,D,F,A+
2229,BOX,Box| Inc.,3.01,3,3.85,3601136380,3.60113638, N/A ,1,3.67,4,1.67,3,A-,A,C-,B,D
2230,WHR,Whirlpool Corporation,3.01,3,2.9,7563756000,7.563756,0.0507,3.33,0,2,2,2.67,F,C,C,B-,B+
2231,DBI,Designer Brands Inc.,3.01,3,3,700496900,0.7004969,0.0166,2.33,0.67,3,4,1,D-,B,A,D,C+
2232,NOK,Nokia Oyj,3.01,3,4,21742282800,21.7422828,0.0272,4,2.67,3,1.67,1.33,B-,B,C-,D+,A
2233,NATI,National Instruments Corporation,3.01,N/A,3,7918714900,7.9187149,0.0188,0.67,3.33,3.33,3.67,1.33,B+,B+,A-,D+,D-
2234,BCAL,Southern California Bancorp,3.01,N/A,5,268495808,0.268495808, N/A ,2,-1,1,2,-1,N/A,D,C,N/A,C
2235,SQM,Sociedad Qu¡mica y Minera de Chile S.A.,3.01,4.22,3.87,17552443400,17.5524434,0.1423,4.33,4,4.33,0.67,1.67,A,A+,D-,C-,A+
2236,CODI,Compass Diversified,3.01,4,4.25,1419944580,1.41994458,0.0506,2,3.67,2.67,2.67,2.67,A-,B-,B-,B-,C
2237,OLK,Olink Holding AB (publ),3.01,N/A,4,1934772610,1.93477261, N/A ,0.67,3.33,3.33,2,3.67,B+,B+,C,A-,D-
2238,MTB,M&T Bank Corporation,3.01,3.5,3.95,21457158100,21.4571581,0.0394,2.33,2,3.67,1.67,2,C,A-,C-,C,C+
2239,CMPGY,Compass Group PLC,3,2,3,44151005000,44.151005,0.0178,0.67,3.67,3.67,2.67,2.33,A-,A-,B-,C+,D-
2240,SNX,TD SYNNEX Corporation,3,3.5,4.18,9459787800,9.4597878,0.0134,3.33,1.67,2.67,3,1.33,C-,B-,B,D+,B+
2241,HAFC,Hanmi Financial Corporation,3,N/A,3.5,516975200,0.5169752,0.0592,3.67,1.67,2,1,3.33,C-,C,D,B+,A-
2242,AWH,Aspira Women's Health Inc.,3,N/A,3.66,61801944,0.061801944, N/A ,1.33,1.33,0,4,2.33,D+,F,A,C+,D+
2243,VWAGY,Volkswagen AG,3,3.4,5,65538310000,65.53831,0.0713,4.33,1.33,4.33,1,1.33,D+,A+,D,D+,A+
2244,CRK,Comstock Resources| Inc.,3,3.75,3.33,3235943420,3.23594342,0.043,3.33,2.67,3.67,1,1,B-,A-,D,D,B+
2245,PTC,PTC Inc.,3,3,4.2,16731716600,16.7317166, N/A ,0.67,2,4.33,3,1.33,C,A+,B,D+,D-
2246,ADRNY,Koninklijke Ahold Delhaize N.V.,3,3.5,3,30147551200,30.1475512,0.038,3.33,0.67,4,2.67,1,D-,A,B-,D,B+
2247,EVR,Evercore Inc.,3,2,4.14,5913592300,5.9135923,0.0204,0.67,0.67,3,4.33,0,D-,B,A+,F,D-
2248,VGR,Vector Group Ltd.,3,3.66,4.5,1687195260,1.68719526,0.0924,4.33,1.67,3.67,2,2,C-,A-,C,C,A+
2249,CVGI,Commercial Vehicle Group| Inc.,3,4,4.5,247401376,0.247401376, N/A ,4,3.33,1.67,2.33,2,B+,C-,C+,C,A
2250,CDTX,Cidara Therapeutics| Inc.,3,3,4.33,98374400,0.0983744, N/A ,3,4.33,3,3.67,1.33,A+,B,A-,D+,B
2251,MOS,The Mosaic Company,3,4.33,3.13,12756229100,12.7562291,0.0195,3.67,4,4,2,2.33,A,A,C,C+,A-
2252,OGS,ONE Gas| Inc.,3,3,3,4285600260,4.28560026,0.034,2.33,1,4.33,2.67,3.67,D,A+,B-,A-,C+
2253,RPRX,Royalty Pharma plc,3,3.5,4.55,17308420100,17.3084201,0.0281,1,0.67,2.67,2,3.33,D-,B-,C,B+,D
2254,SPIR,Spire Global| Inc.,3,5,4.75,115288664,0.115288664, N/A ,2.33,2.33,0.67,1,4.33,C+,D-,D,A+,C+
2255,ADI,Analog Devices| Inc.,3,4,4.13,89532072000,89.532072,0.0187,1,1.67,4.33,2.67,1.33,C-,A+,B-,D+,D
2256,BMO,Bank of Montreal,3,3.5,3.6,63086129000,63.086129,0.0481,2.33,0,4.33,2,0,F,A+,C,F,C+
2257,SITM,SiTime Corporation,3,3,4,2531297280,2.53129728, N/A ,1.33,0,1.67,2.33,3,F,C-,C+,B,D+
2258,AEZS,Aeterna Zentaris Inc.,3,N/A,4,12457407,0.012457407, N/A ,3.67,2.33,0.67,2,4.33,C+,D-,C,A+,A-
2259,VVI,Viad Corp,3,N/A,4.5,586282560,0.58628256, N/A ,2.33,4.33,3,2.67,2.33,A+,B,B-,C+,C+
2260,GTX,Garrett Motion Inc.,3,3.5,4,2039350020,2.03935002, N/A ,4,1,3.33,3,1,D,B+,B,D,A
